Solar Panel Time (sec),Solar Panel Timestamp,Solar Panel Voltage,Solar Panel Current,Power Output Calculated,Solar Panel Power Output,,Telescope Timestamp Start,Telescope Timestamp End,Azimuth (deg),Altitude (deg),Gamma (deg),cos(Gamma)
1627,2:19:23 PM,136,36,4.896,5,,,,,,,
1632,2:19:28 PM,136,36,4.896,5,,,,,,,
1637,2:19:33 PM,136,36,4.896,5,,,,,,,
1642,2:19:38 PM,136,36,4.896,5,,,,,,,
1647,2:19:43 PM,136,36,4.896,5,,,,,,,
1652,2:19:48 PM,136,36,4.896,5,,,,,,,
1657,2:19:53 PM,136,36,4.896,5,,,,,,,
1662,2:19:58 PM,136,36,4.896,5,,,,,,,
1667,2:20:03 PM,136,36,4.896,5,,,,,,,
1672,2:20:08 PM,136,36,4.896,5,,,,,,,
1677,2:20:13 PM,136,36,4.896,5,,,,,,,
1682,2:20:18 PM,136,36,4.896,5,,,,,,,
1687,2:20:23 PM,136,36,4.896,5,,,,,,,
1692,2:20:28 PM,136,36,4.896,5,,,,,,,
1697,2:20:33 PM,136,36,4.896,5,,,,,,,
1702,2:20:38 PM,136,36,4.896,5,,,,,,,
1707,2:20:43 PM,136,29,3.944,4,,,,,,,
1712,2:20:48 PM,136,29,3.944,4,,,,,,,
1717,2:20:53 PM,136,22,2.992,3,,,,,,,
1722,2:20:58 PM,136,14,1.904,2,,,,,,,
1727,2:21:03 PM,136,14,1.904,2,,,,,,,
1732,2:21:08 PM,136,22,2.992,3,,,,,,,
1737,2:21:13 PM,136,22,2.992,3,,,,,,,
1742,2:21:18 PM,136,29,3.944,4,,,,,,,
1747,2:21:23 PM,136,29,3.944,4,,,,,,,
1752,2:21:28 PM,136,36,4.896,5,,,,,,,
1757,2:21:33 PM,136,44,5.984,6,,,,,,,
1762,2:21:38 PM,136,51,6.936,7,,,,,,,
1767,2:21:43 PM,136,58,7.888,8,,,,,,,
1772,2:21:48 PM,138,65,8.97,9,,,,,,,
1777,2:21:53 PM,137,72,9.864,10,,,,,,,
1782,2:21:58 PM,137,80,10.96,11,,,,,,,
1787,2:22:03 PM,137,87,11.919,12,,,,,,,
1792,2:22:08 PM,137,87,11.919,12,,,,,,,
1797,2:22:13 PM,137,94,12.878,13,,,,,,,
1802,2:22:18 PM,137,102,13.974,14,,,,,,,
1807,2:22:23 PM,137,102,13.974,14,,,,,,,
1812,2:22:28 PM,137,102,13.974,14,,,,,,,
1817,2:22:33 PM,137,102,13.974,14,,,,,,,
1822,2:22:38 PM,137,102,13.974,14,,,,,,,
1827,2:22:43 PM,137,94,12.878,13,,,,,,,
1832,2:22:48 PM,137,80,10.96,11,,,,,,,
1837,2:22:53 PM,137,72,9.864,10,,,,,,,
1842,2:22:58 PM,137,72,9.864,10,,,,,,,
1847,2:23:03 PM,137,72,9.864,10,,,,,,,
1852,2:23:08 PM,137,72,9.864,10,,,,,,,
1857,2:23:13 PM,137,72,9.864,10,,,,,,,
1862,2:23:18 PM,137,72,9.864,10,,,,,,,
1867,2:23:23 PM,137,87,11.919,12,,,,,,,
1872,2:23:28 PM,137,94,12.878,13,,,,,,,
1877,2:23:33 PM,137,102,13.974,14,,,,,,,
1882,2:23:38 PM,138,108,14.904,15,,,,,,,
1887,2:23:43 PM,138,108,14.904,15,,,,,,,
1892,2:23:48 PM,138,108,14.904,15,,,,,,,
1897,2:23:53 PM,138,108,14.904,15,,,,,,,
1902,2:23:58 PM,138,108,14.904,15,,,,,,,
1907,2:24:03 PM,138,108,14.904,15,,,,,,,
1912,2:24:08 PM,138,108,14.904,15,,,,,,,
1917,2:24:13 PM,138,108,14.904,15,,,,,,,
1922,2:24:18 PM,138,108,14.904,15,,,,,,,
1927,2:24:23 PM,137,94,12.878,13,,,,,,,
1932,2:24:28 PM,137,72,9.864,10,,,,,,,
1937,2:24:33 PM,137,72,9.864,10,,,,,,,
1942,2:24:38 PM,137,72,9.864,10,,,,,,,
1947,2:24:43 PM,137,72,9.864,10,,,,,,,
1952,2:24:48 PM,137,72,9.864,10,,,,,,,
1957,2:24:53 PM,137,72,9.864,10,,,,,,,
1962,2:24:58 PM,137,72,9.864,10,,,,,,,
1967,2:25:03 PM,137,80,10.96,11,,,,,,,
1972,2:25:08 PM,137,87,11.919,12,,,,,,,
1977,2:25:13 PM,137,102,13.974,14,,,,,,,
1982,2:25:18 PM,138,101,13.938,14,,,,,,,
1987,2:25:23 PM,138,108,14.904,15,,,,,,,
1992,2:25:28 PM,138,108,14.904,15,,,,,,,
1997,2:25:33 PM,138,108,14.904,15,,,,,,,
2002,2:25:38 PM,138,108,14.904,15,,,,,,,
2007,2:25:43 PM,138,108,14.904,15,,,,,,,
2012,2:25:48 PM,138,108,14.904,15,,,,,,,
2017,2:25:53 PM,138,108,14.904,15,,,,,,,
2022,2:25:58 PM,138,108,14.904,15,,,,,,,
2027,2:26:03 PM,138,108,14.904,15,,,,,,,
2032,2:26:08 PM,138,108,14.904,15,,,,,,,
2037,2:26:13 PM,138,108,14.904,15,,,,,,,
2042,2:26:18 PM,138,108,14.904,15,,,,,,,
2047,2:26:23 PM,138,101,13.938,14,,,,,,,
2052,2:26:28 PM,138,101,13.938,14,,,,,,,
2057,2:26:33 PM,138,101,13.938,14,,,,,,,
2062,2:26:38 PM,138,101,13.938,14,,,,,,,
2067,2:26:43 PM,137,102,13.974,14,,,,,,,
2072,2:26:48 PM,137,102,13.974,14,,,,,,,
2077,2:26:53 PM,137,102,13.974,14,,,,,,,
2082,2:26:58 PM,138,101,13.938,14,,,,,,,
2087,2:27:03 PM,138,101,13.938,14,,,,,,,
2092,2:27:08 PM,138,101,13.938,14,,,,,,,
2097,2:27:13 PM,137,102,13.974,14,,,,,,,
2102,2:27:18 PM,137,102,13.974,14,,,,,,,
2107,2:27:23 PM,137,102,13.974,14,,,,,,,
2112,2:27:28 PM,138,101,13.938,14,,,,,,,
2117,2:27:33 PM,137,102,13.974,14,,,,,,,
2122,2:27:38 PM,138,101,13.938,14,,,,,,,
2127,2:27:43 PM,138,94,12.972,13,,,,,,,
2132,2:27:48 PM,137,87,11.919,12,,,,,,,
2137,2:27:53 PM,137,87,11.919,12,,,,,,,
2142,2:27:58 PM,137,80,10.96,11,,,,,,,
2147,2:28:03 PM,137,72,9.864,10,,,,,,,
2152,2:28:08 PM,137,72,9.864,10,,,,,,,
2157,2:28:13 PM,137,72,9.864,10,,,,,,,
2162,2:28:18 PM,137,72,9.864,10,,,,,,,
2167,2:28:23 PM,137,72,9.864,10,,,,,,,
2172,2:28:28 PM,137,72,9.864,10,,,,,,,
2177,2:28:33 PM,138,72,9.936,10,,,,,,,
2182,2:28:38 PM,137,72,9.864,10,,,,,,,
2187,2:28:43 PM,138,72,9.936,10,,,,,,,
2192,2:28:48 PM,137,72,9.864,10,,,,,,,
2197,2:28:53 PM,137,72,9.864,10,,,,,,,
2202,2:28:58 PM,137,72,9.864,10,,,,,,,
2207,2:29:03 PM,137,72,9.864,10,,,,,,,
2212,2:29:08 PM,137,65,8.905,9,,,,,,,
2217,2:29:13 PM,137,51,6.987,7,,,,,,,
2222,2:29:18 PM,136,36,4.896,5,,,,,,,
2227,2:29:23 PM,136,36,4.896,5,,,,,,,
2232,2:29:28 PM,136,29,3.944,4,,,,,,,
2237,2:29:33 PM,136,29,3.944,4,,,,,,,
2242,2:29:38 PM,136,29,3.944,4,,,,,,,
2247,2:29:43 PM,136,29,3.944,4,,,,,,,
2252,2:29:48 PM,136,29,3.944,4,,,,,,,
2257,2:29:53 PM,136,29,3.944,4,,,,,,,
2262,2:29:58 PM,136,29,3.944,4,,,,,,,
2267,2:30:03 PM,136,29,3.944,4,,,,,,,
2272,2:30:08 PM,136,29,3.944,4,,,,,,,
2277,2:30:13 PM,136,29,3.944,4,,,,,,,
2282,2:30:18 PM,136,29,3.944,4,,,,,,,
2287,2:30:23 PM,136,29,3.944,4,,,,,,,
2292,2:30:28 PM,136,29,3.944,4,,,,,,,
2297,2:30:33 PM,136,29,3.944,4,,,,,,,
2302,2:30:38 PM,136,36,4.896,5,,,,,,,
2307,2:30:43 PM,136,29,3.944,4,,,,,,,
2312,2:30:48 PM,136,29,3.944,4,,,,,,,
2317,2:30:53 PM,136,29,3.944,4,,,,,,,
2322,2:30:58 PM,136,29,3.944,4,,,,,,,
2327,2:31:03 PM,137,29,3.973,4,,,,,,,
2332,2:31:08 PM,136,29,3.944,4,,,,,,,
2337,2:31:13 PM,136,29,3.944,4,,,,,,,
2342,2:31:18 PM,136,29,3.944,4,,,,,,,
2347,2:31:23 PM,136,29,3.944,4,,,,,,,
2352,2:31:28 PM,136,29,3.944,4,,,,,,,
2357,2:31:33 PM,136,29,3.944,4,,,,,,,
2362,2:31:38 PM,136,36,4.896,5,,,,,,,
2367,2:31:43 PM,136,36,4.896,5,,,,,,,
2372,2:31:48 PM,136,29,3.944,4,,,,,,,
2377,2:31:53 PM,137,36,4.932,5,,,,,,,
2382,2:31:58 PM,136,36,4.896,5,,,,,,,
2387,2:32:03 PM,137,36,4.932,5,,,,,,,
2392,2:32:08 PM,136,36,4.896,5,,,,,,,
2397,2:32:13 PM,136,36,4.896,5,,,,,,,
2402,2:32:18 PM,136,36,4.896,5,,,,,,,
2407,2:32:23 PM,136,36,4.896,5,,,,,,,
2412,2:32:28 PM,136,36,4.896,5,,,,,,,
2417,2:32:33 PM,136,36,4.896,5,,,,,,,
2422,2:32:38 PM,136,36,4.896,5,,,,,,,
2427,2:32:43 PM,137,36,4.932,5,,,,,,,
2432,2:32:48 PM,136,36,4.896,5,,,,,,,
2437,2:32:53 PM,136,36,4.896,5,,,,,,,
2442,2:32:58 PM,136,36,4.896,5,,,,,,,
2447,2:33:03 PM,136,36,4.896,5,,,,,,,
2452,2:33:08 PM,136,36,4.896,5,,,,,,,
2457,2:33:13 PM,136,36,4.896,5,,,,,,,
2462,2:33:18 PM,136,36,4.896,5,,,,,,,
2467,2:33:23 PM,136,36,4.896,5,,,,,,,
2472,2:33:28 PM,136,36,4.896,5,,,,,,,
2477,2:33:33 PM,136,36,4.896,5,,,,,,,
