Solar Panel Time (sec),Solar Panel Timestamp,Solar Panel Voltage,Solar Panel Current,Power Output Calculated,Solar Panel Power Output,Telescope Timestamp Start,Telescope Timestamp End,Altitude (deg),Gamma (deg),cos(Gamma),Mean Power Calculated
3434,13:06:20,136,95,12.92,13,,,,,,
3439,13:06:25,136,95,12.92,13,,,,,,
3444,13:06:30,136,95,12.92,13,,,,,,
3449,13:06:35,136,95,12.92,13,,,,,,
3454,13:06:40,136,95,12.92,13,,,,,,
3459,13:06:45,136,95,12.92,13,,,,,,
3464,13:06:50,136,95,12.92,13,,,,,,
3469,13:06:55,136,95,12.92,13,,,,,,
3474,13:07:00,136,95,12.92,13,,,,,,
3479,13:07:05,136,95,12.92,13,,,,,,
3484,13:07:10,136,95,12.92,13,,,,,,
3489,13:07:15,136,95,12.92,13,,,,,,
3494,13:07:20,136,95,12.92,13,,,,,,
3499,13:07:25,136,95,12.92,13,,,,,,
3504,13:07:30,136,95,12.92,13,,,,,,
3509,13:07:35,136,95,12.92,13,,,,,,
3514,13:07:40,136,80,10.88,11,,,,,,
3519,13:07:45,136,73,9.928,10,,,,,,
3524,13:07:50,136,66,8.976,9,,,,,,
3529,13:07:55,136,66,8.976,9,,,,,,
3534,13:08:00,136,58,7.888,8,,,,,,
3539,13:08:05,136,58,7.888,8,,,,,,
3544,13:08:10,136,58,7.888,8,,,,,,
3549,13:08:15,136,58,7.888,8,,,,,,
3554,13:08:20,136,58,7.888,8,,,,,,
3559,13:08:25,137,58,7.946,8,,,,,,
3564,13:08:30,136,58,7.888,8,,,,,,
3569,13:08:35,136,58,7.888,8,,,,,,
3574,13:08:40,136,58,7.888,8,,,,,,
3579,13:08:45,137,58,7.946,8,,,,,,
3584,13:08:50,136,58,7.888,8,,,,,,
3589,13:08:55,136,58,7.888,8,,,,,,
3594,13:09:00,136,58,7.888,8,,,,,,
3599,13:09:05,136,36,4.896,5,,,,,,
3604,13:09:10,135,22,2.97,3,,,,,,
3609,13:09:15,135,14,1.89,2,,,,,,
3614,13:09:20,135,7,0.945,1,,,,,,
3619,13:09:25,135,7,0.945,1,,,,,,
3624,13:09:30,135,7,0.945,1,,,,,,
3629,13:09:35,135,7,0.945,1,,,,,,
3634,13:09:40,134,7,0.938,1,,,,,,
3639,13:09:45,135,7,0.945,1,,,,,,
3644,13:09:50,135,7,0.945,1,,,,,,
3649,13:09:55,134,7,0.938,1,,,,,,
3654,13:10:00,134,7,0.938,1,,,,,,
3659,13:10:05,134,7,0.938,1,,,,,,
3664,13:10:10,134,7,0.938,1,,,,,,
3669,13:10:15,134,7,0.938,1,,,,,,
3674,13:10:20,134,7,0.938,1,,,,,,
3679,13:10:25,134,7,0.938,1,,,,,,
3684,13:10:30,134,7,0.938,1,,,,,,
3689,13:10:35,134,7,0.938,1,,,,,,
3694,13:10:40,134,7,0.938,1,,,,,,
3699,13:10:45,134,7,0.938,1,,,,,,
3704,13:10:50,134,7,0.938,1,,,,,,
3709,13:10:55,134,7,0.938,1,,,,,,
3714,13:11:00,134,7,0.938,1,,,,,,
3719,13:11:05,134,7,0.938,1,,,,,,
3724,13:11:10,134,7,0.938,1,,,,,,
3729,13:11:15,134,7,0.938,1,,,,,,
3734,13:11:20,134,7,0.938,1,,,,,,
3739,13:11:25,134,7,0.938,1,,,,,,
3744,13:11:30,134,7,0.938,1,,,,,,
3749,13:11:35,134,7,0.938,1,,,,,,
3754,13:11:40,134,7,0.938,1,,,,,,
3759,13:11:45,134,7,0.938,1,,,,,,
3764,13:11:50,134,0,0,0,,,,,,
3769,13:11:55,134,0,0,0,,,,,,
3774,13:12:00,134,0,0,0,,,,,,
3779,13:12:05,134,0,0,0,,,,,,
3784,13:12:10,134,0,0,0,,,,,,
3789,13:12:15,134,0,0,0,,,,,,
3794,13:12:20,134,0,0,0,,,,,,
3799,13:12:25,134,0,0,0,,,,,,
3804,13:12:30,134,0,0,0,,,,,,
3809,13:12:35,134,0,0,0,,,,,,
3814,13:12:40,134,0,0,0,,,,,,
3819,13:12:45,134,0,0,0,,,,,,
3824,13:12:50,134,0,0,0,,,,,,
3829,13:12:55,134,0,0,0,,,,,,
3834,13:13:00,134,0,0,0,,,,,,
3839,13:13:05,134,0,0,0,,,,,,
3844,13:13:10,134,0,0,0,,,,,,
3849,13:13:15,134,0,0,0,,,,,,
3854,13:13:20,134,0,0,0,,,,,,
3859,13:13:25,134,0,0,0,,,,,,
3864,13:13:30,134,0,0,0,,,,,,
3869,13:13:35,134,0,0,0,,,,,,
3874,13:13:40,134,0,0,0,,,,,,
3879,13:13:45,134,0,0,0,,,,,,
3884,13:13:50,134,0,0,0,,,,,,
3889,13:13:55,134,0,0,0,,,,,,
3894,13:14:00,134,0,0,0,,,,,,
3899,13:14:05,134,0,0,0,,,,,,
3904,13:14:10,134,0,0,0,,,,,,
3909,13:14:15,134,0,0,0,,,,,,
3914,13:14:20,134,0,0,0,,,,,,
3919,13:14:25,134,0,0,0,,,,,,
3924,13:14:30,134,0,0,0,,,,,,
3929,13:14:35,134,0,0,0,,,,,,
3934,13:14:40,134,7,0.938,1,,,,,,
3939,13:14:45,134,7,0.938,1,,,,,,
3944,13:14:50,134,7,0.938,1,,,,,,
3949,13:14:55,134,7,0.938,1,,,,,,
3954,13:15:00,134,14,1.876,2,,,,,,
3959,13:15:05,134,22,2.948,3,,,,,,
3964,13:15:10,135,22,2.97,3,,,,,,
3969,13:15:15,135,29,3.915,4,,,,,,
3974,13:15:20,135,29,3.915,4,,,,,,
3979,13:15:25,135,37,4.995,5,,,,,,
3984,13:15:30,135,44,5.94,6,,,,,,
3989,13:15:35,135,51,6.885,7,,,,,,
3994,13:15:40,135,59,7.965,8,,,,,,
3999,13:15:45,135,66,8.91,9,,,,,,
4004,13:15:50,137,65,8.905,9,,,,,,
4009,13:15:55,136,73,9.928,10,,,,,,
4014,13:16:00,136,80,10.88,11,,,,,,
4019,13:16:05,136,88,11.968,12,,,,,,
4024,13:16:10,136,88,11.968,12,,,,,,
4029,13:16:15,136,88,11.968,12,,,,,,
4034,13:16:20,136,95,12.92,13,,,,,,
4039,13:16:25,136,95,12.92,13,,,,,,
4044,13:16:30,136,95,12.92,13,,,,,,
4049,13:16:35,136,88,11.968,12,,,,,,
4054,13:16:40,136,80,10.88,11,,,,,,
4059,13:16:45,136,66,8.976,9,,,,,,
4064,13:16:50,135,44,5.94,6,,,,,,
4069,13:16:55,135,44,5.94,6,,,,,,
4074,13:17:00,135,44,5.94,6,,,,,,
4079,13:17:05,135,44,5.94,6,,,,,,
4084,13:17:10,135,44,5.94,6,,,,,,
4089,13:17:15,135,44,5.94,6,,,,,,
4094,13:17:20,135,44,5.94,6,,,,,,
4099,13:17:25,135,44,5.94,6,,,,,,
